House #,Total_Bathrooms,AC,Num_Units,Total_Rooms,Bedrooms,Remodel_10_Years,Sale_Date,Price,Sale_Num,Square_Footage,Condition,Exterior_Wall,Roof,Interior_Wall,Kitchens,Fireplaces,Land_Area,Census_track,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Housing_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median
78,2.5,Y,1,7,3,0,1/11/16 0:00,949900,5,1530,Good,Common Brick,Metal- Sms,Hardwood,1,2,1241,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,10.94562781,3255,0.568049155,0.276804916,0.005529954,0.048233487,0.000614439,0.102918587,0.151152074,0.910291859,2084,0.932341651,0.067658349,200919104,65979
79,2.5,Y,1,7,3,0,1/11/16 0:00,825000,2,1386,Very Good,Common Brick,Built Up,Wood Floor,2,0,2068,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
80,4.5,Y,1,11,6,1,1/11/16 0:00,1350000,2,2430,Average,Common Brick,Comp Shingle,Hardwood,1,1,8215,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,0.85437321,0.04957039,0.002203128,0.045604759,0.000440626,0.048689139,0.073143864,0.839832562,2234,0.943598926,0.056401074,1101811669,103485
81,4.5,Y,1,8,6,1,1/11/16 0:00,1975000,3,3195,Good,Wood Siding,Comp Shingle,Hardwood,1,3,5330,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,0.85437321,0.04957039,0.002203128,0.045604759,0.000440626,0.048689139,0.073143864,0.839832562,2234,0.943598926,0.056401074,1101811669,103485
82,3.5,Y,1,7,4,1,1/11/16 0:00,789000,4,1641,Good,Common Brick,Metal- Sms,Wood Floor,1,0,1500,2800.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773,0.328915982,0.36019083,0.006095945,0.041081368,0.000265041,0.259210178,0.366286774,0.833554201,1820,0.904395604,0.095604396,97260309,33796
83,2,N,1,9,4,0,1/11/16 0:00,460000,2,1660,Average,Common Brick,Slate,Hardwood,1,1,3359,1900.02,0,0,0,0,0,0.666666667,0,0.333333333,0,0.5,0,0.75,0,0,1969,0.120365668,0.780599289,0.001015744,0.012188928,0,0.100558659,0.090909091,0.825292026,861,0.93728223,0.06271777,71508164,51168
84,1,N,1,5,2,0,1/11/16 0:00,350000,4,986,Average,Common Brick,Comp Shingle,Carpet,1,0,3014,9500.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,0.056122449,0.881632653,0.00170068,0.01122449,0,0.056122449,0.057482993,0.816326531,1320,0.953030303,0.046969697,94453371,50505
85,2,N,1,10,4,0,1/11/16 0:00,444440,2,2875,Fair,Shingle,Comp Shingle,Hardwood,1,1,8742,9300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3143,0.311485842,0.609290487,0.004454343,0.022589882,0,0.058542794,0.070314986,0.832643971,1230,0.944715447,0.055284553,124565445,57282.5
86,1,Y,1,5,2,1,1/11/16 0:00,249000,3,832,Good,Common Brick,Slate,Hardwood,1,0,1474,9600.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,0.015800204,0.950560652,0.002038736,0.000509684,0,0.039245668,0.02803262,0.811416922,998,0.928857715,0.071142285,42752988,35403
87,3.5,Y,1,7,5,0,1/11/16 0:00,345000,5,2024,Average,Vinyl Siding,Comp Shingle,Carpet,1,0,3188,7800.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0.019849418,0.947296372,0.003080082,0.001368925,0,0.034565366,0.029431896,0.728610541,1339,0.847647498,0.152352502,48307774,28461
88,1,Y,1,5,2,0,1/11/16 0:00,240900,3,1152,Average,Common Brick,Built Up,Hardwood,1,0,2833,9600.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3373,0.0074118,0.959383338,0.00296472,0.002075304,0.000296472,0.040023718,0.018381263,0.784464868,1750,0.907428571,0.092571429,58282104,29140
89,3.5,Y,1,9,4,1,1/11/16 0:00,570000,3,2040,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,2,8994,7600.03,0,0,0,0,0,0,0,0,0,0,0,0,2.111640312,0,4044,0.060336301,0.901335312,0.006429278,0.004698318,0.00024728,0.036597428,0.022007913,0.823689416,2328,0.911082474,0.088917526,106625544,42402
90,2.5,Y,1,7,3,0,1/11/16 0:00,263000,3,1200,Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,1680,7400.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194
91,2.5,Y,1,6,3,0,1/11/16 0:00,279900,4,1224,Excellent,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1828,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177,0.006295247,0.975133774,0.001888574,0.001259049,0.001573812,0.020459553,0.010072395,0.710103872,1307,0.9020658,0.0979342,42553067,28849
92,3.5,Y,1,14,5,1,1/12/16 0:00,33232,3,3465,Very Good,Common Brick,Built Up,Hardwood,1,3,2090,5200.01,0,0,0,0,0,0,0,0,0,0,0,0,7.624867499,0,6077,0.723712358,0.127530031,0.003291098,0.072733257,0.003126543,0.072897811,0.100707586,0.956228402,4548,0.92348285,0.07651715,442277202,81647.5
93,1,N,1,6,3,0,1/12/16 0:00,901530,2,2764,Poor,Common Brick,Built Up,Hardwood,1,0,3962,4900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,0.379971251,0.515093436,0.006708194,0.045040728,0.000479157,0.058936272,0.08528989,0.812649736,1094,0.887568556,0.112431444,136442151,59090
94,3.5,Y,1,4,3,1,1/12/16 0:00,1467500,7,2464,Very Good,Common Brick,Built Up,Hardwood,1,0,2000,4400,0,0,0,0,0,0,0,0,0,0,0,0,4.964596716,0,4572,0.65376203,0.222222222,0.005249344,0.056867892,0,0.063867017,0.091207349,0.932414698,2651,0.940399849,0.059600151,402398133,82842.5
95,2.5,Y,1,6,2,0,1/12/16 0:00,1240000,4,1818,Good,Common Brick,Built Up,Hardwood,1,1,900,100,0,0,0,0,0,0,0,0,0,0,0,0,3.277311696,0,4890,0.908793456,0.021472393,0.001840491,0.041104294,0.000408998,0.025562372,0.060531697,0.880368098,2999,0.895631877,0.104368123,698565228,110944.5
96,3.5,Y,1,5,4,0,1/12/16 0:00,1500000,3,3602,Average,Common Brick,Metal- Sms,Hardwood,1,0,3117,100,0,0,0,0,0,0,0,0,0,0,0,0,3.277311696,0,4890,0.908793456,0.021472393,0.001840491,0.041104294,0.000408998,0.025562372,0.060531697,0.880368098,2999,0.895631877,0.104368123,698565228,110944.5
97,5.5,Y,1,10,6,1,1/12/16 0:00,2060000,2,3990,Very Good,Common Brick,Comp Shingle,Hardwood,1,4,7500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0.8250719,0.10878024,0.001184233,0.024530536,0.000338352,0.044154965,0.051429538,0.739468787,2126,0.97883349,0.02116651,623341016,165589
98,1,N,1,7,2,0,1/12/16 0:00,425000,4,1400,Good,Common Brick,Metal- Sms,Hardwood,1,0,1710,2200.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087,0.092322643,0.70521542,0.008422417,0.009070295,0.000323939,0.196307094,0.209912536,0.790411403,1434,0.887029289,0.112970711,76191464,34486
99,4,N,4,16,4,0,1/12/16 0:00,449000,2,3132,Average,Common Brick,Built Up,Hardwood,4,0,3234,8800.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412,0.043946932,0.905058043,0.002902156,0.001243781,0,0.054311774,0.053897181,0.780679934,1396,0.785100287,0.214899713,42225948,29627
100,2.5,N,1,7,3,0,1/12/16 0:00,445000,2,1232,Good,Common Brick,Slate,Hardwood,1,2,2925,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
101,2.5,Y,1,6,3,0,1/12/16 0:00,485000,3,994,Average,Common Brick,Built Up,Hardwood,1,0,867,7900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573
102,4,Y,4,16,10,1,1/12/16 0:00,400000,6,3600,Average,Common Brick,Built Up,Hardwood/Carp,4,0,7437,7500.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4541,0.00946928,0.964545254,0.000880863,0.001761726,0,0.036335609,0.012552301,0.715921603,1898,0.883561644,0.116438356,49214213,23715
103,2.5,Y,1,7,3,1,1/12/16 0:00,282000,4,912,Good,Common Brick,Built Up,Hardwood,1,0,2114,9800.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,0.018229167,0.956054688,0.001302083,0.004231771,0,0.028320313,0.018880208,0.779947917,1551,0.87040619,0.12959381,55085531,30509
104,3,0,3,9,3,1,1/13/16 0:00,950000,2,1304,Good,Common Brick,Built Up,Hardwood,3,1,786,7000,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749
105,2.5,Y,1,7,3,0,1/13/16 0:00,1620000,4,1920,Very Good,Wood Siding,Built Up,Hardwood,1,2,2400,200.02,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,2.098089151,0,5425,0.867281106,0.029308756,0.000921659,0.069124424,0.000552995,0.032995392,0.063225806,0.932903226,2143,0.902006533,0.097993467,429158437,115586
106,1.5,N,1,5,3,0,1/13/16 0:00,700000,2,1250,Average,Wood Siding,Slate,Hardwood,1,1,4293,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0.8250719,0.10878024,0.001184233,0.024530536,0.000338352,0.044154965,0.051429538,0.739468787,2126,0.97883349,0.02116651,623341016,165589
107,3,Y,1,8,4,1,1/13/16 0:00,686000,2,1960,Good,Common Brick,Metal- Sms,Hardwood,1,1,2000,2500.01,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,2554,0.240015662,0.560689115,0.004306969,0.009788567,0.001566171,0.188332028,0.230618637,0.819107283,1042,0.96353167,0.03646833,87120014,35144
108,2,Y,1,6,3,0,1/13/16 0:00,614000,4,1276,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,2300,9500.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3025,0.212561983,0.728595041,0.003305785,0.01322314,0,0.054545455,0.039669421,0.860495868,1354,0.926144756,0.073855244,92795105,48695.5
109,4,Y,1,6,3,1,1/13/16 0:00,555500,3,1750,Good,Wood Siding,Comp Shingle,Hardwood/Carp,1,0,6387,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
110,4,N,4,12,6,0,1/13/16 0:00,220000,3,2532,Average,Common Brick,Built Up,Hardwood,4,0,2150,7800.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0.019849418,0.947296372,0.003080082,0.001368925,0,0.034565366,0.029431896,0.728610541,1339,0.847647498,0.152352502,48307774,28461
111,3,Y,1,7,3,0,1/13/16 0:00,155000,2,1652,Average,Concrete Block,Shake,Carpet,1,0,2865,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177,0.006295247,0.975133774,0.001888574,0.001259049,0.001573812,0.020459553,0.010072395,0.710103872,1307,0.9020658,0.0979342,42553067,28849
112,2.5,Y,1,6,3,0,1/13/16 0:00,214900,2,1224,Excellent,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1708,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177,0.006295247,0.975133774,0.001888574,0.001259049,0.001573812,0.020459553,0.010072395,0.710103872,1307,0.9020658,0.0979342,42553067,28849
113,4,N,4,12,4,1,1/14/16 0:00,1630000,5,3016,Average,Brick/Stone,Metal- Sms,Hardwood,4,0,854,5500,0,1,1,1,1,1,0,0,0.5,0.5,0.5,0.5,16.25133535,0,6671,0.769749663,0.09413881,0.002698246,0.088442512,0.000149903,0.046919502,0.073901964,0.970769,4983,0.839855509,0.160144491,536412412,81726
114,1.5,N,1,6,3,0,1/14/16 0:00,575000,2,1280,Average,Common Brick,Built Up,Wood Floor,1,0,1274,10600,0,0,0,0,0,0,0,0,0,0,0,0,2.094486342,4.188972684,3933,0.412916349,0.5064836,0.003813883,0.032036613,0,0.053902873,0.045003814,0.863717264,1927,0.866632071,0.133367929,313701867,58798.5
115,2.5,Y,1,6,3,1,1/14/16 0:00,980000,2,1726,Average,Common Brick,Comp Shingle,Hardwood,1,1,4868,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,0.857044674,0.034364261,0.00137457,0.070790378,0,0.036426117,0.084536082,0.837113402,690,0.92173913,0.07826087,296162003,121711
116,3,Y,1,9,5,1,1/14/16 0:00,1115000,3,2407,Good,Common Brick,Slate,Hardwood,1,1,7261,2000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340,0.255555556,0.500854701,0.004273504,0.026068376,0.001709402,0.218803419,0.268803419,0.810683761,1026,0.891812865,0.108187135,94288662,34251
117,3,N,1,7,4,0,1/14/16 0:00,667000,3,1975,Average,Common Brick,Metal- Sms,Hardwood,1,0,1490,2800.02,0,0,0,0,0,0.5,0,0,0,0,0,0,11.35888241,0,4277,0.409866729,0.249941548,0.011924246,0.042319383,0.000467617,0.266074351,0.430909516,0.8342296,2142,0.903361345,0.096638655,111655848,34182
118,4,Y,1,10,4,1,1/14/16 0:00,801500,3,1600,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,1550,2300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,0.159381305,0.718560861,0.00672495,0.012441157,0.000672495,0.106926698,0.135171486,0.806321453,1168,0.915239726,0.084760274,104003314,43663
119,2.5,Y,1,6,3,1,1/14/16 0:00,599900,4,1260,Very Good,Common Brick,Built Up,Hardwood,1,0,822,9200.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582,0.108443067,0.819907049,0.002711077,0.015491867,0.000774593,0.062354764,0.064678544,0.816808675,1259,0.845909452,0.154090548,78432565,41301
120,1,Y,1,5,2,0,1/14/16 0:00,320000,3,928,Average,Common Brick,Comp Shingle,Hardwood,1,0,1937,9500.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,0.05513308,0.864638783,0.001140684,0.009505703,0.002281369,0.07756654,0.076425856,0.835361217,1217,0.935086278,0.064913722,105022944,46330
121,4,N,4,16,4,0,1/14/16 0:00,585000,2,2856,Average,Common Brick,Built Up,Hardwood,4,0,2896,8800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0.074775431,0.875697985,0.007040544,0.008497208,0.000971109,0.041757708,0.041757708,0.801408109,1999,0.873436718,0.126563282,99751561,38882.5
122,2.5,Y,1,6,3,0,1/14/16 0:00,271000,3,1520,Very Good,Vinyl Siding,Comp Shingle,Carpet,1,0,2520,8800.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,0.340697104,0.561119293,0.004418262,0.026509573,0.00245459,0.074619539,0.081983309,0.838978891,612,0.722222222,0.277777778,22956326,24186
123,4,N,4,12,5,1,1/14/16 0:00,520700,6,3232,Good,Common Brick,Built Up,Hardwood/Carp,4,0,2890,8800.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,0.340697104,0.561119293,0.004418262,0.026509573,0.00245459,0.074619539,0.081983309,0.838978891,612,0.722222222,0.277777778,22956326,24186
124,4.5,Y,1,12,5,1,1/15/16 0:00,1200000,3,2831,Good,Common Brick,Comp Shingle,Hardwood,1,1,6900,1400.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,0.778519013,0.118745831,0.001667779,0.053368913,0,0.051367578,0.077384923,0.815877252,1612,0.913151365,0.086848635,226932847,122810
125,3.5,Y,1,11,5,1,1/15/16 0:00,900000,2,3098,Good,Common Brick,Slate,Hardwood,1,1,6870,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,0.422899354,0.473684211,0.002770083,0.030932595,0,0.079870729,0.068790397,0.838411819,1001,0.946053946,0.053946054,170973446,81819
126,1,Y,1,5,2,1,1/15/16 0:00,399000,4,1080,Good,Brick Veneer,Comp Shingle,Hardwood,1,1,4000,9500.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,0.05513308,0.864638783,0.001140684,0.009505703,0.002281369,0.07756654,0.076425856,0.835361217,1217,0.935086278,0.064913722,105022944,46330
127,1.5,N,1,8,4,0,1/15/16 0:00,499000,3,1504,Average,Common Brick,Metal- Sms,Hardwood,1,0,2154,9500.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.148453608,0.790721649,0.00137457,0.014089347,0,0.065979381,0.038831615,0.836082474,1256,0.955414013,0.044585987,113767916,60025
128,3.5,Y,1,8,3,1,1/15/16 0:00,510000,4,1012,Very Good,Wood Siding,Comp Shingle,Hardwood,1,0,2963,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
129,1,Y,1,8,3,1,1/15/16 0:00,399999,6,2160,Good,Vinyl Siding,Comp Shingle,Wood Floor,1,0,6249,7800.06,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,2347,0.014912654,0.957392416,0.005538986,0.001278228,0.000426076,0.031955688,0.031955688,0.765658287,1102,0.87477314,0.12522686,42317490,30296.5
130,2.5,Y,1,6,4,1,1/15/16 0:00,334950,6,1160,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,3270,9900.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,0.00929432,0.968330465,0.004130809,0.001032702,0,0.023063683,0.015146299,0.782444062,1292,0.909442724,0.090557276,62164914,38607
131,1,Y,1,5,2,1,1/15/16 0:00,289995,3,900,Very Good,Common Brick,Built Up,Hardwood,1,0,993,7400.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,0.01236954,0.965983765,0.001159644,0.004252029,0,0.022033243,0.013915733,0.715114032,1203,0.906068163,0.093931837,56092745,32550
132,2,Y,1,8,5,1,1/15/16 0:00,265000,6,1576,Good,Wood Siding,Comp Shingle,Hardwood,1,0,3975,9800.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758,0.008339376,0.973168963,0.001812908,0.001087745,0,0.025018129,0.010877447,0.725163162,1416,0.848163842,0.151836158,37398304,26262.5
133,2,N,1,7,3,0,1/15/16 0:00,135000,2,1008,Average,Common Brick,Clay Tile,Wood Floor,1,0,3683,7300.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679
134,5,Y,3,10,6,0,1/19/16 0:00,2350000,3,3440,Very Good,Common Brick,Metal- Sms,Hardwood,3,6,1960,5500,0,1,1,1,1,1,0,0,0.5,0.5,0.5,0.5,16.25133535,0,6671,0.769749663,0.09413881,0.002698246,0.088442512,0.000149903,0.046919502,0.073901964,0.970769,4983,0.839855509,0.160144491,536412412,81726
135,4.5,Y,2,13,6,0,1/19/16 0:00,1000000,2,2108,Good,Common Brick,Metal- Sms,Hardwood,2,2,1800,5000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,0.64398977,0.247570332,0.001534527,0.047058824,0,0.061381074,0.086445013,0.92173913,1003,0.949152542,0.050847458,147289866,78133
136,7,Y,1,13,6,0,1/19/16 0:00,2985980,2,5520,Excellent,Brick Veneer,Slate,Hardwood,1,2,8004,800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869,0.833042872,0.037295225,0.001394214,0.080864413,0.000697107,0.047403276,0.080515859,0.84977344,1423,0.93886156,0.06113844,379610865,94907
137,1.5,Y,1,8,3,0,1/19/16 0:00,570000,3,1104,Good,Common Brick,Metal- Sms,Hardwood,1,0,1650,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0.226745369,0.593730918,0.004477916,0.018725829,0.000203542,0.155098718,0.24180745,0.805414207,1840,0.907065217,0.092934783,139048784,35833.5
138,4.5,Y,2,10,7,1,1/19/16 0:00,1275000,4,3212,Very Good,Common Brick,Built Up,Wood Floor,2,0,1666,3300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,0.299874922,0.624765478,0.002188868,0.019387117,0.001250782,0.067229518,0.039086929,0.884302689,1578,0.890367554,0.109632446,152461285,64468
139,1.5,N,1,5,3,0,1/19/16 0:00,375000,2,1024,Average,Common Brick,Built Up,Hardwood,1,0,3031,9500.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0.035594359,0.875755541,0.007387508,0.000671592,0,0.087978509,0.104768301,0.811954332,607,0.960461285,0.039538715,41834568.92,39851
140,2.5,Y,1,7,3,0,1/19/16 0:00,449900,3,1209,Average,Common Brick,Comp Shingle,Hardwood,1,0,4500,9500.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0.035594359,0.875755541,0.007387508,0.000671592,0,0.087978509,0.104768301,0.811954332,607,0.960461285,0.039538715,41834568.92,39851
141,2,N,1,6,3,0,1/19/16 0:00,539392,3,1080,Good,Common Brick,Built Up,Hardwood,2,0,1440,7900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573
142,1,Y,1,4,2,1,1/19/16 0:00,285000,4,928,Good,Vinyl Siding,Comp Shingle,Wood Floor,1,1,5867,7800.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0.019849418,0.947296372,0.003080082,0.001368925,0,0.034565366,0.029431896,0.728610541,1339,0.847647498,0.152352502,48307774,28461
143,2,N,1,8,3,0,1/19/16 0:00,214000,4,1411,Average,Vinyl Siding,Shingle,Hardwood,1,0,5000,7800.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,0.008415147,0.959794296,0.000935016,0.002337541,0,0.03599813,0.022907901,0.744740533,906,0.894039735,0.105960265,32933216,27008
144,1,N,1,6,3,1,1/19/16 0:00,330000,4,1254,Good,Brick/Stone,Built Up,Hardwood,1,0,3750,7800.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3646,0.009325288,0.956939111,0.002742732,0.002468459,0,0.039769611,0.021119035,0.69775096,1598,0.846057572,0.153942428,55871889,27844.5
145,2,Y,1,5,2,1,1/19/16 0:00,225000,5,996,Average,Common Brick,Comp Shingle,Hardwood,1,0,2444,7700.03,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5187,0.010217852,0.949296318,0.001927897,0.000963948,0.00019279,0.04626952,0.035858878,0.706574128,2338,0.899486741,0.100513259,76945859,26266
146,2.5,Y,1,7,3,0,1/19/16 0:00,45000,3,1658,Good,Stone,Comp Shingle,Hardwood,1,0,2800,9800.11,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,4365,0.002978236,0.972737686,0.002749141,0.00091638,0,0.032760596,0.008476518,0.674684994,1979,0.919151086,0.080848914,44315187,20516
147,1.5,Y,1,6,3,1,1/19/16 0:00,100500,2,1216,Good,Common Brick,Built Up,Hardwood,1,0,3808,9800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,0.006497342,0.983461311,0.000590667,0,0,0.011222682,0.015948021,0.670998228,848,0.798349057,0.201650943,17489336,21172
148,1.5,N,1,6,3,1,1/19/16 0:00,175000,2,1280,Good,Face Brick,Metal- Sms,Hardwood,1,0,6000,9800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507,0.005983247,0.979656961,0.001196649,0.000398883,0,0.020343039,0.008775429,0.691663343,1171,0.941929974,0.058070026,25212674,21337
149,3,Y,2,7,3,0,1/20/16 0:00,785000,6,1620,Good,Common Brick,Built Up,Hardwood,2,0,1181,4900.02,0,0,0,0,0,0,0,0,0,0,0,0,9.815806393,0,2690,0.494423792,0.301858736,0.004089219,0.061710037,0.002230483,0.130855019,0.173977695,0.875092937,1530,0.926143791,0.073856209,141451695,59191.5
150,1,N,1,4,2,0,1/20/16 0:00,525000,4,546,Average,Common Brick,Metal- Sms,Hardwood,1,0,360,4400,0,0,0,0,0,0,0,0,0,0,0,0,4.964596716,0,4572,0.65376203,0.222222222,0.005249344,0.056867892,0,0.063867017,0.091207349,0.932414698,2651,0.940399849,0.059600151,402398133,82842.5
151,1.5,N,1,6,3,0,1/20/16 0:00,802000,4,1764,Average,Stone Veneer,Built Up,Wood Floor,1,0,1139,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.782130584,0.145017182,0.003780069,0.025773196,0.000343643,0.04742268,0.045704467,0.876632302,1549,0.937378954,0.062621046,194119047,90338
152,2,Y,2,6,3,0,1/20/16 0:00,620000,5,906,Good,Common Brick,Metal- Sms,Hardwood,2,0,495,8000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,0.474497126,0.447916667,0.003591954,0.023347701,0.000359195,0.058189655,0.049568966,0.860991379,1391,0.924514738,0.075485262,144770934,75309.5
153,2,N,1,7,3,0,1/20/16 0:00,625000,3,1604,Average,Common Brick,Neopren,Hardwood,1,0,1360,6800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,0.449616123,0.490403071,0.002879079,0.018234165,0,0.048464491,0.045105566,0.841650672,1004,0.917330677,0.082669323,117623354,70190
154,2.5,Y,1,8,3,1,1/20/16 0:00,1007000,3,2001,Good,Common Brick,Slate,Hardwood,1,1,7510,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0.8250719,0.10878024,0.001184233,0.024530536,0.000338352,0.044154965,0.051429538,0.739468787,2126,0.97883349,0.02116651,623341016,165589
155,1.5,N,1,6,3,0,1/20/16 0:00,584790,5,1000,Average,Common Brick,Metal- Sms,Hardwood,1,1,1500,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3962,0.405350833,0.314487633,0.007319536,0.031549722,0.001261989,0.213780919,0.345784957,0.849066128,1643,0.881314668,0.118685332,158259296,36677
156,3.5,Y,1,10,4,1,1/20/16 0:00,728500,3,1596,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,2708,2200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,0.125508425,0.677222545,0.003486345,0.015979082,0,0.179546775,0.239105171,0.791400349,1186,0.935919056,0.064080944,100975796,38447
157,2.5,Y,1,7,4,1,1/20/16 0:00,805000,9,1512,Good,Common Brick,Built Up,Hardwood/Carp,1,0,1500,3300.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645
